item_id:token,movie_title:token_seq,release_year:token,genre:token_seq,interaction_count,pop_score,popularity_label
936,Inspector Gadget,1999,Action Adventure Children's Comedy,365,0.00037188318588759345,0
1304,History of the World: Part I,1981,Comedy,365,0.00037188318588759345,0
221,Delicatessen,1991,Comedy Sci-Fi,365,0.00037188318588759345,0
1532,"King and I, The",1956,Musical,364,0.0003708643278440658,0
760,Beneath the Planet of the Apes,1970,Action Sci-Fi,363,0.00036984546980053815,0
1756,Smoke Signals,1998,Comedy Drama,362,0.0003688266117570105,0
1296,"Dead Zone, The",1983,Horror Thriller,361,0.00036780775371348285,0
646,Sabrina,1954,Comedy Romance,361,0.00036780775371348285,0
1597,Soapdish,1991,Comedy,361,0.00036780775371348285,0
470,Cyrano de Bergerac,1990,Action Drama Romance,361,0.00036780775371348285,0
1028,"Secret of NIMH, The",1982,Animation Children's,360,0.0003667888956699552,0
395,"Outlaw Josey Wales, The",1976,Western,360,0.0003667888956699552,0
1037,First Knight,1995,Action Adventure Drama Romance,360,0.0003667888956699552,0
1356,Married to the Mob,1988,Comedy,360,0.0003667888956699552,0
1317,Small Soldiers,1998,Animation Children's Fantasy War,360,0.0003667888956699552,0
1255,Small Time Crooks,2000,Comedy,359,0.00036577003762642754,0
1346,I.Q.,1994,Comedy Romance,358,0.0003647511795828999,0
1174,Bad Boys,1995,Action,358,0.0003647511795828999,0
1055,101 Dalmatians,1996,Children's Comedy,358,0.0003647511795828999,0
198,Young Guns II,1990,Action Comedy Western,358,0.0003647511795828999,0
2028,Five Easy Pieces,1970,Drama,358,0.0003647511795828999,0
484,Alive,1993,Drama,358,0.0003647511795828999,0
1846,From Here to Eternity,1953,Drama Romance War,358,0.0003647511795828999,0
602,Bachelor Party,1984,Comedy,357,0.00036373232153937224,0
1051,"Great Muppet Caper, The",1981,Children's Comedy,357,0.00036373232153937224,0
1407,Flashdance,1983,Drama Romance,356,0.0003627134634958446,0
2044,Breaker Morant,1980,Drama War,356,0.0003627134634958446,0
1419,"Fabulous Baker Boys, The",1989,Drama Romance,355,0.00036169460545231694,0
1054,Tank Girl,1995,Action Comedy Musical Sci-Fi,355,0.00036169460545231694,0
1593,City of Angels,1998,Romance,354,0.0003606757474087893,0
905,Seven Years in Tibet,1997,Drama War,354,0.0003606757474087893,0
72,Ran,1985,Drama War,353,0.00035965688936526164,0
1912,Women on the Verge of a Nervous Breakdown,1988,Comedy Drama,353,0.00035965688936526164,0
1712,Breakdown,1997,Action Thriller,353,0.00035965688936526164,0
572,Blast from the Past,1999,Comedy Romance,353,0.00035965688936526164,0
173,Miller's Crossing,1990,Drama,353,0.00035965688936526164,0
701,Romeo and Juliet,1968,Drama Romance,353,0.00035965688936526164,0
1836,Conquest of the Planet of the Apes,1972,Action Sci-Fi,352,0.000358638031321734,0
1501,"Little Shop of Horrors, The",1960,Comedy Horror,352,0.000358638031321734,0
1040,Cape Fear,1962,Film-Noir Thriller,352,0.000358638031321734,0
458,Buffalo 66,1998,Action Comedy Drama,351,0.00035761917327820634,0
1038,Legend,1985,Adventure Fantasy Romance,351,0.00035761917327820634,0
473,What Dreams May Come,1998,Drama Romance,351,0.00035761917327820634,0
1235,No Way Out,1987,Thriller,351,0.00035761917327820634,0
1395,"Last Picture Show, The",1971,Drama,351,0.00035761917327820634,0
1069,On Her Majesty's Secret Service,1969,Action,351,0.00035761917327820634,0
402,"Mighty Ducks, The",1992,Children's Comedy,350,0.0003566003152346787,0
2264,Local Hero,1983,Comedy,349,0.00035558145719115104,0
508,Primary Colors,1998,Drama,349,0.00035558145719115104,0
159,Guess Who's Coming to Dinner,1967,Comedy Drama,348,0.0003545625991476234,0
1473,"Longest Day, The",1962,Action Drama War,348,0.0003545625991476234,0
1115,"Amityville Horror, The",1979,Horror,348,0.0003545625991476234,0
1867,"River Wild, The",1994,Action Thriller,348,0.0003545625991476234,0
2233,For Love of the Game,1999,Comedy Drama,347,0.00035354374110409573,0
56,Shall We Dance? (Shall We Dansu?),1996,Comedy,347,0.00035354374110409573,0
1510,Harvey,1950,Comedy,347,0.00035354374110409573,0
853,"Indian in the Cupboard, The",1995,Adventure Children's Fantasy,347,0.00035354374110409573,0
1397,Speed 2: Cruise Control,1997,Action Romance Thriller,346,0.00035252488306056803,0
885,Lord of the Flies,1963,Adventure Drama Thriller,346,0.00035252488306056803,0
1138,Beverly Hills Cop III,1994,Action Comedy,346,0.00035252488306056803,0
1341,St. Elmo's Fire,1985,Drama Romance,346,0.00035252488306056803,0
1213,Back to School,1986,Comedy,345,0.0003515060250170404,0
788,Billy Madison,1995,Comedy,345,0.0003515060250170404,0
1665,Mimic,1997,Sci-Fi Thriller,345,0.0003515060250170404,0
1016,Fantastic Voyage,1966,Adventure Sci-Fi,344,0.00035048716697351273,0
1863,"Ref, The",1994,Comedy,344,0.00035048716697351273,0
1313,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",1995,Comedy Romance,344,0.00035048716697351273,0
1961,In the Heat of the Night,1967,Drama Mystery,344,0.00035048716697351273,0
448,Amistad,1997,Drama,343,0.0003494683089299851,0
1384,Heaven Can Wait,1978,Comedy,342,0.0003484494508864574,0
460,Dolores Claiborne,1994,Drama Thriller,342,0.0003484494508864574,0
1034,Eat Drink Man Woman,1994,Comedy Drama,341,0.0003474305928429298,0
2338,Rounders,1998,Crime Drama,340,0.0003464117347994021,0
1996,Grand Canyon,1991,Crime Drama,340,0.0003464117347994021,0
1167,"Princess Mononoke, The (Mononoke Hime)",1997,Action Adventure Animation,339,0.0003453928767558745,0
1418,"Blue Lagoon, The",1980,Adventure Drama Romance,339,0.0003453928767558745,0
621,Robin Hood,1973,Animation Children's,339,0.0003453928767558745,0
512,Robin Hood: Prince of Thieves,1991,Drama,339,0.0003453928767558745,0
153,Sophie's Choice,1982,Drama,338,0.0003443740187123468,0
1650,"Color of Money, The",1986,Drama,338,0.0003443740187123468,0
2142,"Pelican Brief, The",1993,Thriller,338,0.0003443740187123468,0
519,"Time to Kill, A",1996,Drama,337,0.00034335516066881917,0
1762,"American in Paris, An",1951,Musical Romance,337,0.00034335516066881917,0
1169,"Messenger: The Story of Joan of Arc, The",1999,Drama War,337,0.00034335516066881917,0
1092,Home Alone 2: Lost in New York,1992,Children's Comedy,336,0.0003423363026252915,0
25,Meet Joe Black,1998,Romance,336,0.0003423363026252915,0
2156,"House on Haunted Hill, The",1999,Horror,336,0.0003423363026252915,0
1845,Dinosaur,2000,Animation Children's,336,0.0003423363026252915,0
1209,"Frighteners, The",1996,Comedy Horror,336,0.0003423363026252915,0
1052,"Muppets Take Manhattan, The",1984,Children's Comedy,335,0.00034131744458176387,0
1226,Death Becomes Her,1992,Comedy,335,0.00034131744458176387,0
743,Porky's,1981,Comedy,334,0.0003402985865382362,0
67,"Jackal, The",1997,Action Thriller,334,0.0003402985865382362,0
305,"Hand That Rocks the Cradle, The",1992,Thriller,334,0.0003402985865382362,0
1120,"Blob, The",1958,Horror Sci-Fi,334,0.0003402985865382362,0
1095,Super Mario Bros.,1993,Action Adventure Children's Sci-Fi,333,0.00033927972849470857,0
50,"Secret Garden, The",1993,Children's Drama,333,0.00033927972849470857,0
1291,Dreamscape,1984,Adventure Crime Sci-Fi Thriller,332,0.0003382608704511809,0
1802,Manhattan Murder Mystery,1993,Comedy Mystery,332,0.0003382608704511809,0
2476,Three Colors: Red,1994,Drama,331,0.00033724201240765327,0
1585,My Life as a Dog (Mitt liv som hund),1985,Drama,326,0.000332147722190015,0
975,Phantasm,1979,Horror Sci-Fi,326,0.000332147722190015,0
109,Children of a Lesser God,1986,Drama,326,0.000332147722190015,0
453,Anna and the King,1999,Drama Romance,325,0.0003311288641464873,0
1025,Circle of Friends,1995,Drama Romance,325,0.0003311288641464873,0
1854,"Astronaut's Wife, The",1999,Sci-Fi Thriller,325,0.0003311288641464873,0
498,Hard-Boiled (Lashou shentan),1992,Action Crime,325,0.0003311288641464873,0
346,Little Voice,1998,Comedy,324,0.00033011000610295966,0
1579,For a Few Dollars More,1965,Western,323,0.000329091148059432,0
1157,"View to a Kill, A",1985,Action,323,0.000329091148059432,0
1591,Of Mice and Men,1992,Drama,323,0.000329091148059432,0
82,Stand and Deliver,1987,Drama,323,0.000329091148059432,0
1377,About Last Night...,1986,Comedy Drama Romance,322,0.00032807229001590436,0
1718,"Island of Dr. Moreau, The",1996,Sci-Fi Thriller,322,0.00032807229001590436,0
527,Romeo Must Die,2000,Action Romance,321,0.0003270534319723767,0
1339,French Kiss,1995,Comedy Romance,321,0.0003270534319723767,0
1264,"Virgin Suicides, The",1999,Comedy Drama,319,0.0003250157158853214,0
1543,Nashville,1975,Drama Musical,319,0.0003250157158853214,0
764,Papillon,1973,Drama,319,0.0003250157158853214,0
378,Rosencrantz and Guildenstern Are Dead,1990,Comedy Drama,318,0.00032399685784179375,0
1517,"Goodbye Girl, The",1977,Comedy Romance,317,0.0003229779997982661,0
389,Pete's Dragon,1977,Adventure Animation Children's Musical,317,0.0003229779997982661,0
927,"Rainmaker, The",1997,Drama,317,0.0003229779997982661,0
698,Battlefield Earth,2000,Action Sci-Fi,316,0.00032195914175473845,0
1584,"Name of the Rose, The",1986,Mystery,316,0.00032195914175473845,0
2107,Three Days of the Condor,1975,Thriller,316,0.00032195914175473845,0
1193,Dante's Peak,1997,Action Thriller,315,0.0003209402837112108,0
681,Bedknobs and Broomsticks,1971,Adventure Children's Musical,315,0.0003209402837112108,0
1842,Hackers,1995,Action Crime Thriller,315,0.0003209402837112108,0
266,Pump Up the Volume,1990,Drama,315,0.0003209402837112108,0
1290,Flirting With Disaster,1996,Comedy,315,0.0003209402837112108,0
335,Happiness,1998,Comedy,314,0.00031992142566768315,0
1938,"Replacement Killers, The",1998,Action Thriller,314,0.00031992142566768315,0
846,True Grit,1969,Adventure Western,314,0.00031992142566768315,0
2231,Friday,1995,Comedy,314,0.00031992142566768315,0
1142,Friday the 13th,1980,Horror,313,0.0003189025676241555,0
935,Superman IV: The Quest for Peace,1987,Action Adventure Sci-Fi,313,0.0003189025676241555,0
2223,All That Jazz,1979,Musical,313,0.0003189025676241555,0
1352,Meatballs,1979,Comedy,313,0.0003189025676241555,0
270,Pecker,1998,Comedy Drama,312,0.00031788370958062785,0
472,"Prince of Tides, The",1991,Drama Romance,312,0.00031788370958062785,0
1084,Drop Dead Fred,1991,Comedy Fantasy,312,0.00031788370958062785,0
1564,High Plains Drifter,1972,Western,311,0.0003168648515371002,0
469,Ghost in the Shell (Kokaku kidotai),1995,Animation Sci-Fi,310,0.00031584599349357255,0
778,"Man with Two Brains, The",1983,Comedy,310,0.00031584599349357255,0
1079,Mortal Kombat,1995,Action Adventure,309,0.0003148271354500449,0
476,Six Degrees of Separation,1993,Drama,308,0.00031380827740651725,0
2016,Ghost Dog: The Way of the Samurai,1999,Crime Drama,308,0.00031380827740651725,0
1097,In the Name of the Father,1993,Drama,308,0.00031380827740651725,0
1152,King Kong,1976,Action Adventure Horror,306,0.00031177056131946195,0
1835,Battle for the Planet of the Apes,1973,Action Sci-Fi,306,0.00031177056131946195,0
835,"Man Who Would Be King, The",1975,Adventure,306,0.00031177056131946195,0
2228,M,1931,Crime Film-Noir Thriller,305,0.0003107517032759343,0
1669,"Perfect World, A",1993,Action Drama,305,0.0003107517032759343,0
1571,Fright Night,1985,Comedy Horror,304,0.0003097328452324066,0
352,In the Company of Men,1997,Drama,303,0.00030871398718887894,0
1183,Some Folks Call It a Sling Blade,1993,Drama Thriller,303,0.00030871398718887894,0
1080,Sid and Nancy,1986,Drama,302,0.0003076951291453513,0
1831,Pale Rider,1985,Western,302,0.0003076951291453513,0
2663,Pet Sematary,1989,Horror,301,0.00030667627110182364,0
1475,Godzilla (Gojira),1954,Action Sci-Fi,301,0.00030667627110182364,0
1611,Shane,1953,Drama Western,300,0.000305657413058296,0
405,Tequila Sunrise,1988,Action Romance Thriller,300,0.000305657413058296,0
1498,Modern Times,1936,Comedy,300,0.000305657413058296,0
282,Topsy-Turvy,1999,Drama,300,0.000305657413058296,0
390,Anastasia,1997,Animation Children's Musical,300,0.000305657413058296,0
985,"Stepford Wives, The",1975,Sci-Fi Thriller,299,0.00030463855501476834,0
593,"'burbs, The",1989,Comedy,299,0.00030463855501476834,0
1580,"Kentucky Fried Movie, The",1977,Comedy,299,0.00030463855501476834,0
2125,Air America,1990,Action Comedy,299,0.00030463855501476834,0
1261,Charade,1963,Comedy Mystery Romance Thriller,299,0.00030463855501476834,0
2484,Short Cuts,1993,Drama,299,0.00030463855501476834,0
833,Father of the Bride,1950,Comedy,299,0.00030463855501476834,0
875,EDtv,1999,Comedy,298,0.0003036196969712407,0
1502,My Favorite Year,1982,Comedy,298,0.0003036196969712407,0
583,Watership Down,1978,Animation Children's Drama Fantasy,298,0.0003036196969712407,0
1629,Klute,1971,Drama Mystery,297,0.00030260083892771303,0
1596,Can't Hardly Wait,1998,Comedy Drama Romance,297,0.00030260083892771303,0
2287,Heartbreak Ridge,1986,Action War,297,0.00030260083892771303,0
1244,Zero Effect,1998,Comedy Thriller,297,0.00030260083892771303,0
605,Harry and the Hendersons,1987,Comedy,296,0.0003015819808841854,0
1458,"Seventh Seal, The (Sjunde inseglet, Det)",1957,Drama,296,0.0003015819808841854,0
1717,Freejack,1992,Action Sci-Fi,296,0.0003015819808841854,0
1108,Menace II Society,1993,Action Crime Drama,296,0.0003015819808841854,0
908,Flubber,1997,Children's Comedy Fantasy,295,0.00030056312284065773,0
893,"Big Kahuna, The",2000,Comedy Drama,295,0.00030056312284065773,0
651,Old Yeller,1957,Children's Drama,294,0.0002995442647971301,0
2064,Atlantic City,1980,Crime Drama Romance,294,0.0002995442647971301,0
2037,"Secret of Roan Inish, The",1994,Drama,294,0.0002995442647971301,0
354,"Age of Innocence, The",1993,Drama,293,0.00029852540675360243,0
1404,"Flamingo Kid, The",1984,Comedy Drama,292,0.0002975065487100748,0
1667,Tin Men,1987,Comedy Drama,292,0.0002975065487100748,0
1074,Rambo III,1988,Action War,292,0.0002975065487100748,0
2409,Night Shift,1982,Comedy,292,0.0002975065487100748,0
301,Jackie Chan's First Strike,1996,Action,292,0.0002975065487100748,0
825,Kalifornia,1993,Drama Thriller,291,0.00029648769066654713,0
1030,Barb Wire,1996,Action Sci-Fi,291,0.00029648769066654713,0
813,Deuce Bigalow: Male Gigolo,1999,Comedy,291,0.00029648769066654713,0
628,"First Wives Club, The",1996,Comedy,290,0.0002954688326230195,0
1172,"Ninth Gate, The",2000,Thriller,290,0.0002954688326230195,0
1558,Midnight Express,1978,Drama,290,0.0002954688326230195,0
1920,"Thin Man, The",1934,Mystery,290,0.0002954688326230195,0
357,Fear and Loathing in Las Vegas,1998,Comedy Drama,289,0.00029444997457949183,0
986,Laura,1944,Crime Film-Noir Mystery,289,0.00029444997457949183,0
1300,Who's Afraid of Virginia Woolf?,1966,Drama,289,0.00029444997457949183,0
889,Striptease,1996,Comedy Crime,289,0.00029444997457949183,0
1222,Encino Man,1992,Comedy,289,0.00029444997457949183,0
1364,Grease 2,1982,Comedy Musical Romance,288,0.0002934311165359642,0
723,Help!,1965,Comedy Musical,288,0.0002934311165359642,0
672,"Sword in the Stone, The",1963,Animation Children's,288,0.0002934311165359642,0
1725,"Black Hole, The",1979,Sci-Fi,288,0.0002934311165359642,0
752,My Dog Skip,1999,Comedy,288,0.0002934311165359642,0
1266,Soldier,1998,Action Adventure Sci-Fi Thriller War,288,0.0002934311165359642,0
2131,American Movie,1999,Documentary,287,0.0002924122584924365,0
637,Escape to Witch Mountain,1975,Adventure Children's Fantasy,286,0.0002913934004489089,0
1569,"Paper Chase, The",1973,Drama,286,0.0002913934004489089,0
545,"Skulls, The",2000,Thriller,286,0.0002913934004489089,0
459,"Devil's Own, The",1997,Action Drama Thriller War,285,0.0002903745424053812,0
1427,George of the Jungle,1997,Children's Comedy,285,0.0002903745424053812,0
1408,Sommersby,1993,Drama Mystery Romance,284,0.0002893556843618536,0
1635,American Gigolo,1980,Drama,284,0.0002893556843618536,0
467,Deconstructing Harry,1997,Comedy Drama,284,0.0002893556843618536,0
1045,"Avengers, The",1998,Action Adventure,283,0.00028833682631832587,0
1077,"Fox and the Hound, The",1981,Animation Children's,283,0.00028833682631832587,0
2833,"Mystery, Alaska",1999,Comedy,283,0.00028833682631832587,0
807,Sweet and Lowdown,1999,Comedy Drama,282,0.0002873179682747982,0
614,Somewhere in Time,1980,Drama Romance,282,0.0002873179682747982,0
1335,Father of the Bride Part II,1995,Comedy,282,0.0002873179682747982,0
1486,Requiem for a Dream,2000,Drama,282,0.0002873179682747982,0
1960,Radio Days,1987,Comedy Drama,282,0.0002873179682747982,0
836,2 Days in the Valley,1996,Crime,281,0.00028629911023127057,0
1140,I Still Know What You Did Last Summer,1998,Horror Mystery Thriller,281,0.00028629911023127057,0
1060,Little Women,1994,Drama,281,0.00028629911023127057,0
711,Everything You Always Wanted to Know About Sex,1972,Comedy,280,0.0002852802521877429,0
1870,Shadowlands,1993,Drama Romance,280,0.0002852802521877429,0
1402,Free Willy,1993,Adventure Children's Drama,279,0.00028426139414421527,0
990,Them!,1954,Sci-Fi Thriller War,279,0.00028426139414421527,0
1011,Night of the Comet,1984,Action Horror Sci-Fi,278,0.0002832425361006876,0
981,"Hidden, The",1987,Action Horror Sci-Fi,278,0.0002832425361006876,0
916,"Story of Us, The",1999,Comedy Drama,276,0.0002812048200136323,0
2139,Evita,1996,Drama Musical,275,0.00028018596197010466,0
629,Return to Oz,1985,Adventure Children's Fantasy Sci-Fi,275,0.00028018596197010466,0
1018,Nineteen Eighty-Four,1984,Drama Sci-Fi,275,0.00028018596197010466,0
894,"Thomas Crown Affair, The",1968,Crime Drama Thriller,275,0.00028018596197010466,0
1230,Hellraiser,1987,Horror,274,0.000279167103926577,0
1754,Cat Ballou,1965,Comedy Western,274,0.000279167103926577,0
1723,"Fly II, The",1989,Horror Sci-Fi,274,0.000279167103926577,0
1083,"Karate Kid III, The",1989,Action Adventure Drama,274,0.000279167103926577,0
1620,Hud,1963,Drama Western,274,0.000279167103926577,0
1094,"Aristocats, The",1970,Animation Children's,274,0.000279167103926577,0
1312,Everyone Says I Love You,1996,Comedy Musical Romance,273,0.00027814824588304936,0
1674,When We Were Kings,1996,Documentary,273,0.00027814824588304936,0
1901,Raise the Red Lantern,1991,Drama,272,0.0002771293878395217,0
1739,Agnes of God,1985,Drama Mystery,272,0.0002771293878395217,0
2056,Reindeer Games,2000,Action Thriller,272,0.0002771293878395217,0
1521,Creature Comforts,1990,Animation Comedy,272,0.0002771293878395217,0
1808,"Nightmare on Elm Street Part 2: Freddy's Revenge, A",1985,Horror,272,0.0002771293878395217,0
1554,Swiss Family Robinson,1960,Adventure Children's,272,0.0002771293878395217,0
1982,Wolf,1994,Drama Horror,271,0.00027611052979599406,0
820,Mumford,1999,Comedy,271,0.00027611052979599406,0
1632,Holiday Inn,1942,Comedy Musical,271,0.00027611052979599406,0
1576,South Pacific,1958,Musical Romance War,271,0.00027611052979599406,0
884,Murder at 1600,1997,Mystery Thriller,271,0.00027611052979599406,0
710,Shampoo,1975,Comedy Romance,271,0.00027611052979599406,0
1463,Auntie Mame,1958,Comedy Drama,270,0.0002750916717524664,0
967,Swamp Thing,1982,Horror Sci-Fi,270,0.0002750916717524664,0
431,Supercop,1992,Action Thriller,270,0.0002750916717524664,0
1010,Mulholland Falls,1996,Crime Film-Noir Thriller,269,0.00027407281370893876,0
653,"Gold Rush, The",1925,Comedy,269,0.00027407281370893876,0
1659,Iron Eagle,1986,Action War,269,0.00027407281370893876,0
1924,Christine,1983,Horror,269,0.00027407281370893876,0
852,Around the World in 80 Days,1956,Adventure Comedy,268,0.0002730539556654111,0
958,Shallow Grave,1994,Thriller,267,0.00027203509762188346,0
1847,Empire Records,1995,Comedy Drama,267,0.00027203509762188346,0
1236,"Thin Blue Line, The",1988,Documentary,267,0.00027203509762188346,0
737,Cat on a Hot Tin Roof,1958,Drama,266,0.0002710162395783558,0
2549,Body Snatchers,1993,Horror Sci-Fi Thriller,266,0.0002710162395783558,0
1921,City Lights,1931,Comedy Drama Romance,266,0.0002710162395783558,0
392,Murphy's Romance,1985,Comedy Romance,266,0.0002710162395783558,0
1773,"Flintstones, The",1994,Children's Comedy,266,0.0002710162395783558,0
1386,Rocky V,1990,Action Drama,266,0.0002710162395783558,0
1448,Inherit the Wind,1960,Drama,265,0.00026999738153482816,0
707,Ulee's Gold,1997,Drama,265,0.00026999738153482816,0
1270,Firestarter,1984,Horror Thriller,265,0.00026999738153482816,0
398,Wyatt Earp,1994,Western,264,0.0002689785234913005,0
722,White Christmas,1954,Musical,264,0.0002689785234913005,0
686,Hamlet,1990,Drama,264,0.0002689785234913005,0
2467,Breaking the Waves,1996,Drama,263,0.00026795966544777285,0
1385,It Could Happen to You,1994,Drama Romance,263,0.00026795966544777285,0
1704,"Towering Inferno, The",1974,Action Drama,263,0.00026795966544777285,0
1980,"American Werewolf in Paris, An",1997,Comedy Horror,262,0.00026694080740424515,0
1365,Fools Rush In,1997,Comedy Romance,262,0.00026694080740424515,0
1673,Smilla's Sense of Snow,1997,Action Drama Thriller,262,0.00026694080740424515,0
1809,"Nightmare on Elm Street 3: Dream Warriors, A",1987,Horror,262,0.00026694080740424515,0
1544,"Unbearable Lightness of Being, The",1988,Drama,262,0.00026694080740424515,0
1417,Varsity Blues,1999,Comedy Drama,262,0.00026694080740424515,0
1333,Mercury Rising,1998,Action Drama Thriller,261,0.0002659219493607175,0
551,"Bronx Tale, A",1993,Drama,261,0.0002659219493607175,0
2245,"Taking of Pelham One Two Three, The",1974,Action,261,0.0002659219493607175,0
430,Where the Heart Is,2000,Comedy Drama,261,0.0002659219493607175,0
2133,8MM,1999,Thriller,261,0.0002659219493607175,0
1658,"Slums of Beverly Hills, The",1998,Comedy,261,0.0002659219493607175,0
792,Kids in the Hall: Brain Candy,1996,Comedy,261,0.0002659219493607175,0
603,All Quiet on the Western Front,1930,War,261,0.0002659219493607175,0
1469,Where Eagles Dare,1969,Action Adventure War,260,0.00026490309131718985,0
1328,"Parent Trap, The",1998,Children's Drama,260,0.00026490309131718985,0
304,"Mrs. Brown (Her Majesty, Mrs. Brown)",1997,Drama Romance,260,0.00026490309131718985,0
1953,"Bamba, La",1987,Drama,260,0.00026490309131718985,0
2055,Eye of the Beholder,1999,Thriller,260,0.00026490309131718985,0
890,Instinct,1999,Drama Thriller,259,0.0002638842332736622,0
1823,"Wild Bunch, The",1969,Western,258,0.00026286537523013455,-1
1139,Loaded Weapon 1,1993,Action Comedy,258,0.00026286537523013455,-1
1624,Guys and Dolls,1955,Musical,258,0.00026286537523013455,0
499,Great Expectations,1998,Drama Romance,258,0.00026286537523013455,0
1898,Candyman,1992,Horror,258,0.00026286537523013455,0
690,"7th Voyage of Sinbad, The",1958,Action Adventure Fantasy,258,0.00026286537523013455,0
797,Immortal Beloved,1994,Drama Romance,257,0.0002618465171866069,-1
1613,Diva,1981,Action Drama Mystery Romance Thriller,257,0.0002618465171866069,-1
845,Medicine Man,1992,Adventure Romance,257,0.0002618465171866069,-1
915,Psycho,1998,Crime Horror Thriller,255,0.0002598088010995516,-1
1026,Casper,1995,Adventure Children's,255,0.0002598088010995516,-1
2092,Running Scared,1986,Action Comedy,255,0.0002598088010995516,-1
1046,"Muppet Christmas Carol, The",1992,Children's Musical,255,0.0002598088010995516,-1
1340,Forget Paris,1995,Comedy Romance,255,0.0002598088010995516,-1
104,"MisÃ©rables, Les",1998,Drama,255,0.0002598088010995516,-1
1997,"Outsiders, The",1983,Drama,254,0.00025878994305602394,-1
1063,"Parent Trap, The",1961,Children's Drama,254,0.00025878994305602394,-1
1715,Cocoon: The Return,1988,Comedy Sci-Fi,254,0.00025878994305602394,-1
369,54,1998,Drama,254,0.00025878994305602394,-1
902,"Cradle Will Rock, The",1999,Drama,254,0.00025878994305602394,-1
280,Tender Mercies,1983,Drama,254,0.00025878994305602394,-1
2259,Red Rock West,1992,Thriller,253,0.0002577710850124963,-1
675,"Corrina, Corrina",1994,Comedy Drama Romance,253,0.0002577710850124963,-1
987,Farewell My Concubine,1993,Drama Romance,252,0.00025675222696896864,-1
1738,Muppet Treasure Island,1996,Adventure Children's Comedy Musical,252,0.00025675222696896864,-1
2625,"Last Temptation of Christ, The",1988,Drama,252,0.00025675222696896864,-1
1816,Wes Craven's New Nightmare,1994,Horror,250,0.00025471451088191334,-1
2097,Disclosure,1994,Drama Thriller,250,0.00025471451088191334,-1
1838,Last Man Standing,1996,Action Drama Western,250,0.00025471451088191334,-1
1575,"Falcon and the Snowman, The",1984,Drama,250,0.00025471451088191334,-1
1664,Take the Money and Run,1969,Comedy,249,0.0002536956528383857,-1
2410,Bottle Rocket,1996,Comedy,248,0.00025267679479485804,-1
1482,"Presidio, The",1988,Action,248,0.00025267679479485804,-1
1918,U Turn,1997,Action Crime Mystery,248,0.00025267679479485804,-1
1175,"Man Who Knew Too Little, The",1997,Comedy Mystery,248,0.00025267679479485804,-1
1640,"39 Steps, The",1935,Thriller,248,0.00025267679479485804,-1
876,"Bachelor, The",1999,Comedy Romance,247,0.0002516579367513304,-1
1636,Top Hat,1935,Comedy Musical Romance,246,0.00025063907870780274,-1
625,"Rescuers, The",1977,Animation Children's,245,0.0002496202206642751,-1
1426,"Texas Chainsaw Massacre, The",1974,Horror,245,0.0002496202206642751,-1
1864,Renaissance Man,1994,Comedy Drama War,245,0.0002496202206642751,-1
2031,"Bicycle Thief, The (Ladri di biciclette)",1948,Drama,244,0.00024860136262074744,-1
1537,Re-Animator,1985,Horror,244,0.00024860136262074744,-1
1653,Blowup,1966,Drama Mystery,243,0.0002475825045772198,-1
1711,Plan 9 from Outer Space,1958,Horror Sci-Fi,243,0.0002475825045772198,-1
974,"Brother from Another Planet, The",1984,Drama Sci-Fi,243,0.0002475825045772198,-1
1223,Gung Ho,1986,Comedy Drama,242,0.00024656364653369213,-1
570,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Action Children's Fantasy,241,0.00024554478849016443,-1
1893,Needful Things,1993,Drama Horror,241,0.00024554478849016443,-1
1285,"Killer, The (Die xue shuang xiong)",1989,Action Thriller,241,0.00024554478849016443,-1
2348,Cujo,1983,Horror Thriller,241,0.00024554478849016443,-1
2374,Mary Shelley's Frankenstein,1994,Drama Horror,241,0.00024554478849016443,-1
1358,Airheads,1994,Comedy,241,0.00024554478849016443,-1
1609,"Searchers, The",1956,Western,241,0.00024554478849016443,-1
1367,Random Hearts,1999,Drama Romance,241,0.00024554478849016443,-1
1599,Funny Farm,1988,Comedy,240,0.0002445259304466368,-1
1941,Three Colors: Blue,1993,Drama,240,0.0002445259304466368,-1
240,Richard III,1995,Drama War,240,0.0002445259304466368,-1
2482,Tampopo,1986,Comedy,239,0.00024350707240310915,-1
1691,Detroit Rock City,1999,Comedy,239,0.00024350707240310915,-1
1508,Hang 'em High,1967,Western,239,0.00024350707240310915,-1
1985,Wings of Desire (Der Himmel Ã¼ber Berlin),1987,Comedy Drama Romance,239,0.00024350707240310915,-1
1989,F/X 2,1992,Action Crime Thriller,239,0.00024350707240310915,-1
1851,"Love Bug, The",1969,Children's Comedy,239,0.00024350707240310915,-1
1472,Jagged Edge,1985,Thriller,238,0.0002424882143595815,-1
1218,Child's Play,1988,Horror,238,0.0002424882143595815,-1
1878,"Replacements, The",2000,Comedy,238,0.0002424882143595815,-1
1282,Badlands,1973,Crime Drama,238,0.0002424882143595815,-1
1810,"Nightmare on Elm Street 4: The Dream Master, A",1988,Horror,238,0.0002424882143595815,-1
1287,Once Upon a Time in America,1984,Crime Drama Thriller,238,0.0002424882143595815,-1
1368,Angels in the Outfield,1994,Children's Comedy,238,0.0002424882143595815,-1
