item_id,movie_title,release_year,genre:token_seq,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
3376,"Shooter, The",1995,Action,False,/dhgde57Iy8oaxnBIV16KapyQEXy.jpg,"Action,Thriller",55261,en,The Shooter,A CIA agent gets caught up in political intrigue after he gets brought in to solve the murder of a Cuban ambassador.,0.7558,/59lcXwBxDiLlDT8H2lmseqbkRwc.jpg,1995-12-15,The Shooter,False,4.9,54
1529,"English Patient, The",1996,Drama Romance War,False,/em5kAUF8QbwThG5BCqVgFomxNT5.jpg,"Drama,Romance,War",409,en,The English Patient,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",6.1569,/8eHHqMg8qEYtVw8LQLygsHXSR2q.jpg,1996-11-14,The English Patient,False,7.17,2240
1894,Mediterraneo,1991,Comedy War,False,/blVwbNcmo4CyzW7qhxngTaPtjB6.jpg,"Comedy,Romance,War",38251,it,Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",1.5883,/omFU47TZSR7xAAZcDHKM48SmVwe.jpg,1991-02-02,Mediterraneo,False,7.6,1012
951,My Left Foot,1989,Drama,False,/zjKg04EquTcnVZUfjHboXnXzjcF.jpg,Drama,10161,en,My Left Foot: The Story of Christy Brown,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",2.6265,/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg,1989-04-07,My Left Foot: The Story of Christy Brown,False,7.521,947
1024,"Sex, Lies, and Videotape",1989,Drama,False,/aYPDXxII8VuUkRIylyJmWCfbg4f.jpg,Drama,1412,en,"sex, lies, and videotape","Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage.",3.1185,/pj1uKm07svgXZDHbYE8AzRfNHcu.jpg,1989-08-04,"sex, lies, and videotape",False,6.953,936
2159,Passion Fish,1992,Drama,False,/AiKGSLRxaEp7IMCsLCcAEf3L7Gt.jpg,Drama,41768,en,Passion Fish,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",0.7546,/g60GELLr2oGnlJX5Yidkl9ufFYv.jpg,1992-12-11,Passion Fish,False,6.8,53
89,Strictly Ballroom,1992,Comedy Romance,False,/5gPUA8ABoBK4D1GUkL1NXTSS8Wq.jpg,"Comedy,Drama,Romance",10409,en,Strictly Ballroom,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",1.6488,/f6vs4DQGuNpLuA5Z7k69uuKpbVG.jpg,1992-08-20,Strictly Ballroom,False,6.595,352
1236,"Thin Blue Line, The",1988,Documentary,False,/9ndhlUu1VQ44pX5dVFo5Y19KqAl.jpg,"Crime,Documentary",14285,en,The Thin Blue Line,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,1.2682,/4w4BJk3l8y9gYwPPLRs6uPHOmGL.jpg,1988-08-28,The Thin Blue Line,False,7.681,376
1896,Tie Me Up! Tie Me Down!,1990,Drama,False,/4JL8jBirP58fqmn6nnRN9CN7KtA.jpg,"Comedy,Romance,Drama",2469,es,¡Átame!,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",1.7972,/gSZ8wkZ443tmK9rvaX7g7Ap9tuv.jpg,1990-01-22,Tie Me Up! Tie Me Down!,False,6.865,631
262,Madonna: Truth or Dare,1991,Documentary,False,/tIj48gA5trtzHv5onQd5HpC5pmS.jpg,"Music,Documentary",10174,en,Madonna: Truth or Dare,"From the rains of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the icon, from a prayer circle before each performance to bed games with the dance troupe afterwards.",1.475,/kJHCqwDgS9MEhdChIkGn7QAUoyL.jpg,1991-05-10,Madonna: Truth or Dare,False,6.269,156
263,Paris Is Burning,1990,Documentary,False,/8yJg7SOv0hbuOYhFwq3FW8GajuM.jpg,Documentary,31225,en,Paris Is Burning,"Where does voguing come from, and what, exactly, is throwing shade? This landmark documentary provides a vibrant snapshot of the 1980s through the eyes of New York City's African American and Latinx Harlem drag-ball scene. Made over seven years, PARIS IS BURNING offers an intimate portrait of rival fashion ""houses,"" from fierce contests for trophies to house mothers offering sustenance in a world rampant with homophobia, transphobia, racism, AIDS, and poverty. Featuring legendary voguers, drag queens, and trans women — including Willi Ninja, Pepper LaBeija, Dorian Corey, and Venus Xtravaganza.",2.7655,/90rCWH41mj9hjHUEy2SOHfuAOl3.jpg,1991-03-13,Paris Is Burning,False,8.0,482
1,One Flew Over the Cuckoo's Nest,1975,Drama,False,/qUq3QTr2KLvGIcN0GaaaYx9bbyH.jpg,Drama,510,en,One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",10.9102,/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,1975-11-19,One Flew Over the Cuckoo's Nest,False,8.414,10716
2528,Up in Smoke,1978,Comedy,False,/3cSGnt41gNYVkMMhdMPL4qC0PoP.jpg,"Adventure,Comedy,Music",11455,en,Up in Smoke,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",2.6426,/lKXINU3ApbhFPQJ3pqgMzGPCYnH.jpg,1978-05-16,Up in Smoke,False,6.668,579
125,Star Wars: Episode V - The Empire Strikes Back,1980,Action Adventure Drama Sci-Fi War,False,/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg,"Adventure,Action,Science Fiction",1891,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",8.3542,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,1980-05-20,The Empire Strikes Back,False,8.392,17319
6,"Princess Bride, The",1987,Action Adventure Comedy Romance,False,/2CisgvF2HcIVnbMZbSjASCtSgEb.jpg,"Adventure,Family,Fantasy,Comedy,Romance",2493,en,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",9.5495,/eOp2XmQpH6QYPfOVSQTSGoYABMc.jpg,1987-09-25,The Princess Bride,False,7.68,4675
128,Raiders of the Lost Ark,1981,Action Adventure,False,/ueDw7djPgKPZfph0vC43aD2EMyF.jpg,"Adventure,Action",85,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",14.6196,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,1981-06-12,Raiders of the Lost Ark,False,7.921,12792
1242,Brazil,1985,Sci-Fi,False,/ziRWOYnl6e2JUaHYmFLR1kfcECM.jpg,"Comedy,Science Fiction",68,en,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",4.6623,/2w09J0KUnVtJvqPYu8N63XjAyCR.jpg,1985-02-20,Brazil,False,7.664,3390
715,Aliens,1986,Action Sci-Fi Thriller War,False,/jMBpJFRtrtIXymer93XLavPwI3P.jpg,"Action,Thriller,Science Fiction",679,en,Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",13.8272,/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,1986-07-18,Aliens,False,7.953,10046
216,"Good, The Bad and The Ugly, The",1966,Action Western,False,/x4biAVdPVCghBlsVIzB6NmbghIz.jpg,Western,429,it,"Il buono, il brutto, il cattivo","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",33.1708,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,1966-12-22,"The Good, the Bad and the Ugly",False,8.463,8935
2572,Withnail and I,1987,Comedy,False,/bOgKCymrdPHPHozhRBNr9XhVD87.jpg,"Comedy,Drama",13446,en,Withnail & I,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",2.0459,/i18cIp8A10A2JgByrfA9oIC9299.jpg,1987-06-19,Withnail & I,False,7.287,570
717,12 Angry Men,1957,Drama,False,/bxgTSUenZDHNFerQ1whRKplrMKF.jpg,Drama,389,en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",18.6576,/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,1957-04-10,12 Angry Men,False,8.547,9074
719,Lawrence of Arabia,1962,Adventure War,False,/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,"Adventure,History,War",947,en,Lawrence of Arabia,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",9.1084,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,1962-12-11,Lawrence of Arabia,False,8.0,3106
1221,"Transformers: The Movie, The",1986,Action Animation Children's Sci-Fi Thriller War,False,/8NvaYUSmpe56dBz7B5m3jSpJI3t.jpg,"Animation,Science Fiction,Action,Adventure,Family",1857,en,The Transformers: The Movie,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",2.6642,/j4HTorvJdGOuIgGyE56fMCLmcCg.jpg,1986-08-08,The Transformers: The Movie,False,7.12,530
995,"Clockwork Orange, A",1971,Sci-Fi,False,/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg,"Science Fiction,Crime",185,en,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",8.5565,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,1971-12-19,A Clockwork Orange,False,8.188,13124
48,To Kill a Mockingbird,1962,Drama,False,/wEv8HdcCKaimjkUdZ8ytsLjCzPn.jpg,Drama,595,en,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",6.1116,/gZycFUMLx2110dzK3nBNai7gfpM.jpg,1962-12-20,To Kill a Mockingbird,False,7.986,2670
1467,Apocalypse Now,1979,Drama War,False,/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg,"Drama,War",28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",11.7289,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-05-19,Apocalypse Now,False,8.275,8448
2120,Once Upon a Time in the West,1969,Western,False,/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg,"Drama,Western",335,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",10.2121,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,Once Upon a Time in the West,False,8.3,4488
65,Star Wars: Episode VI - Return of the Jedi,1983,Action Adventure Romance Sci-Fi War,False,/r2IOBOeg5wLfLtyOnT5Pur6Tl4q.jpg,"Adventure,Action,Science Fiction",1892,en,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",8.5686,/jQYlydvHm3kUix1f8prMucrplhm.jpg,1983-05-25,Return of the Jedi,False,7.897,15987
1985,Wings of Desire (Der Himmel Ã¼ber Berlin),1987,Comedy Drama Romance,,,,,,,,,,,,,,
1284,"Third Man, The",1949,Mystery Thriller,False,/l2iY1AgqQ8dEa3FtWkN5TQ5aVbU.jpg,"Thriller,Mystery",1092,en,The Third Man,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",4.3499,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,1949-08-31,The Third Man,False,7.915,1930
68,GoodFellas,1990,Crime Drama,False,/7TF4p86ZafnxFuNqWdhpHXFO244.jpg,"Drama,Crime",769,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",21.8082,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,1990-09-12,GoodFellas,False,8.456,13290
210,Alien,1979,Action Horror Sci-Fi Thriller,False,/hdHIjZxq3SWFqpAz4NFhdbud0iz.jpg,"Horror,Science Fiction",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",22.6455,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,Alien,False,8.163,15196
741,Army of Darkness,1993,Action Adventure Comedy Horror Sci-Fi,False,/8WIufsaJgm7VWgAc5ALWdJ8v2kB.jpg,"Fantasy,Horror,Comedy",766,en,Army of Darkness,"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",4.8413,/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg,1992-10-31,Army of Darkness,False,7.251,3240
856,"Big Blue, The (Le Grand Bleu)",1988,Adventure Romance,False,/1J28PJOkusMN5Ab9Q3oF310e11k.jpg,"Romance,Drama,Adventure",175,fr,Le Grand Bleu,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",3.0772,/3t5t7yaFiTJQlqxiTkXJMFZdkh3.jpg,1988-05-10,The Big Blue,False,7.45,1464
72,Ran,1985,Drama War,False,/gOW0Xr5ZMi0Hz1kDtYr0vJBukHf.jpg,"Action,Drama,History",11645,ja,乱,"With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.",3.396,/iYQcDhuHrdPOHLUUxXaFChFrc97.jpg,1985-06-01,Ran,False,8.1,1605
1285,"Killer, The (Die xue shuang xiong)",1989,Action Thriller,,,,,,,,,,,,,,
1159,Psycho,1960,Horror Thriller,False,/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg,"Horror,Thriller,Mystery",539,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",10.2122,/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,1960-06-22,Psycho,False,8.4,10308
756,"Blues Brothers, The",1980,Action Comedy Musical,False,/bk2fTuIhQIvdAA3RbnrnvLvuaTc.jpg,"Music,Comedy,Action,Crime",525,en,The Blues Brothers,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",6.4814,/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg,1980-06-16,The Blues Brothers,False,7.725,4283
435,"Godfather: Part II, The",1974,Action Crime Drama,False,/kGzFbGhp99zva6oZODW5atUtnqi.jpg,"Drama,Crime",240,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",21.6459,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974-12-20,The Godfather Part II,False,8.57,12895
1229,Full Metal Jacket,1987,Action Drama War,False,/3k2TRmqMjgt7tcwkYwZQdctnty3.jpg,"Drama,War",600,en,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,10.8503,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,1987-06-26,Full Metal Jacket,False,8.125,10759
540,"Grand Day Out, A",1992,Animation Comedy,,,,,,,,,,,,,,
1468,Henry V,1989,Drama War,False,/usbfKNeqx5FrHByBf7Fzf9WDuIl.jpg,"War,Drama,History",10705,en,Henry V,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",1.7684,/w9R2HsYNnfF3m9uEo2UAmPNJr8a.jpg,1989-10-05,Henry V,False,7.1,385
106,Amadeus,1984,Drama,False,/pD5Z6YglDNcRhcrCJKDhJlbGzni.jpg,"History,Music,Drama",279,en,Amadeus,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Viennese composer Wolfgang Amadeus Mozart.,7.7573,/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg,1984-09-19,Amadeus,False,8.024,4374
1795,"Quiet Man, The",1952,Comedy Romance,False,/5vuQnRJURp6rZoEEnhW0HC7DBQc.jpg,"Romance,Comedy,Drama",3109,en,The Quiet Man,"An American man returns to the village of his birth in Ireland, where he finds love and conflict.",2.6955,/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg,1952-07-21,The Quiet Man,False,7.297,546
1287,Once Upon a Time in America,1984,Crime Drama Thriller,False,/uPYa165sraN2c8gZBM9C47g3JoU.jpg,"Drama,Crime",311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",8.8239,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,Once Upon a Time in America,False,8.4,5577
2009,Raging Bull,1980,Drama,False,/tvNuhRlpRozDgsX1zR9gQ2aHv1X.jpg,Drama,1578,en,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",4.4642,/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg,1980-11-14,Raging Bull,False,7.925,4419
767,Annie Hall,1977,Comedy Romance,False,/8n9dYsTbXTykzm2Nuy7R2ftapXQ.jpg,"Comedy,Drama,Romance",703,en,Annie Hall,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,4.3842,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,1977-04-19,Annie Hall,False,7.742,3973
1587,"Right Stuff, The",1983,Drama,False,/meskam3pXkGw5i1wX5y8L4sQrtV.jpg,"Drama,History,Adventure",9549,en,The Right Stuff,"As the Space Race ensues, seven pilots set off on a path to become the first American astronauts to enter space. However, the road to making history brings forth momentous challenges.",2.9869,/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg,1983-10-20,The Right Stuff,False,7.434,892
2724,Stalker,1979,Mystery Sci-Fi,False,/6yrbWzzrPp7pwz6zHdifspJk8t3.jpg,"Science Fiction,Drama",1398,ru,Сталкер,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",5.4805,/npvwT8SxBPNqX7MAE9yYMuGCZcB.jpg,1979-05-25,Stalker,False,8.1,2266
547,"Boat, The (Das Boot)",1981,Action Drama War,False,/tRI6Csmw4rKzMYDrfUx5xtyBSVE.jpg,"Drama,History,War",387,de,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",5.15,/u8FhQPncOAkwcei2OI9orPWhV6K.jpg,1981-09-17,Das Boot,False,8.082,2279
771,"Sting, The",1973,Comedy Crime,False,/1r9lH3DaSWKGyvZaoo6BF5STOk5.jpg,"Comedy,Crime,Drama",9277,en,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,4.7317,/ckmYng37zey8INYf6d10cVgIG93.jpg,1973-12-25,The Sting,False,8.03,2686
1518,Harold and Maude,1971,Comedy,False,/wQtOi6joqqjSaFKikVxrq5l21b5.jpg,"Comedy,Drama,Romance",343,en,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,3.2025,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,1971-12-20,Harold and Maude,False,7.613,1117
2596,Trust,1990,Comedy Drama,False,/kclghqLepNi2ysevncFTUw0qglH.jpg,"Drama,Comedy,Romance",37291,en,Trust,"After being thrown away from home, pregnant high school dropout Maria meets Matthew, a highly educated and extremely moody electronics repairman. The two begin an unusual romance built on their sense of mutual admiration and trust.",1.0207,/9wE7LuIkvuPfr4Ye6fMqPXHqaiE.jpg,1990-09-09,Trust,False,6.786,147
1458,"Seventh Seal, The (Sjunde inseglet, Det)",1957,Drama,False,/d9hWzWeRYg7sIy3PeQgenL32qoV.jpg,"Fantasy,Drama",490,sv,Det sjunde inseglet,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",3.4108,/wcZ21zrOsy0b52AfAF50XpTiv75.jpg,1957-02-16,The Seventh Seal,False,8.186,3078
2264,Local Hero,1983,Comedy,False,/tfiFC0pw1ccJFBkYkhP9uWeQ1S1.jpg,"Comedy,Drama",11235,en,Local Hero,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,1.9033,/jqxD0H9a1rg5bXftsm6gsNOjt4n.jpg,1983-02-17,Local Hero,False,6.7,356
218,"Terminator, The",1984,Action Sci-Fi Thriller,False,/wh4ze6klUbeichAj603OKZwY1W5.jpg,"Action,Thriller,Science Fiction",218,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",24.5688,/hzXSE66v6KthZ8nPoLZmsi2G05j.jpg,1984-10-26,The Terminator,False,7.664,13512
2050,Braindead,1992,Comedy Horror,False,/ecZ6MQ3Y63dtn35km6odO0e39aQ.jpg,"Horror,Comedy",763,en,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",2.3843,/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg,1992-08-13,Braindead,False,7.385,1694
1110,Glory,1989,Action Drama War,False,/eW8c4u3WhOVkPMnfe294lXggO3i.jpg,"Drama,History,War",9665,en,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",5.0549,/pGDzBjZvzmSCIEduQBfESLMiwtp.jpg,1989-12-15,Glory,False,7.473,1664
378,Rosencrantz and Guildenstern Are Dead,1990,Comedy Drama,False,/ks1fjyfEJTuOYSzCNCKx3GWm5yG.jpg,"Comedy,Drama",18971,en,Rosencrantz & Guildenstern Are Dead,"Two minor characters from the play ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.",1.1291,/6RI9sYpRxIdqlmsF6kBOiF7Bxug.jpg,1991-02-08,Rosencrantz & Guildenstern Are Dead,False,6.9,295
171,Manhattan,1979,Comedy Drama Romance,False,/adnSTomHU9YyqV2lx38CgM0UxLS.jpg,"Comedy,Drama,Romance",696,en,Manhattan,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,2.8546,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg,1979-04-25,Manhattan,False,7.723,2451
173,Miller's Crossing,1990,Drama,False,/3EJ7lQ9VOnvFLv2KrJOtlGA3uzT.jpg,"Drama,Thriller,Crime",379,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",4.635,/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,1990-09-21,Miller's Crossing,False,7.5,1694
