item_id:token,title:token,sales_type:token,sales_rank:float,categories:token_seq,price:float,brand:token,interaction_count,pop_score,popularity_label
2412,"Island Michael Kors By Michael Kors For Women, Eau De Parfum Spray, 1.7-Ounce Bottle",Beauty,55776.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",91.95,,865,0.00015326887063168214,0
651,Elchim Professional 2001 2000 Watt Classic Hair Dryer (Colors May Vary),Beauty,461574.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Hair Dryers'",76.93,Elchim,865,0.00015326887063168214,0
597,White Camellia Ultra-Smoothing Shampoo 11oz,Beauty,85318.0,"'Beauty', 'Hair Care', 'Shampoos'",7.39,Aubrey Organics,864,0.00015309168118586518,0
1044,Polo Black by Ralph Lauren for Men - 4.2 Ounce EDT Spray,,,"'Beauty', 'Fragrance', ""Men's"", 'Eau de Toilette'",56.95,,863,0.0001529144917400482,0
151,"Revlon Perfect Heat 1875W Shine Boosting Hair Dryer, RV484",Beauty,11259.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Hair Dryers'",24.59,Revlon,862,0.00015273730229423122,0
2226,Talika Lipocils Eyelash Conditioning Gel,Beauty,337877.0,"'Beauty', 'Makeup', 'Eyes', 'Mascara'",28.98,Talika,861,0.00015256011284841425,0
2767,"Cutemol Emollient Cream, 2-Ounce",Beauty,23796.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Creams'",11.44,Cutemol,860,0.00015238292340259728,0
1484,DevaCurl - DevaCare No-Poo No-Fade Zero Lather Hair Cleanser - 12 oz.,Beauty,270953.0,"'Beauty', 'Hair Care', 'Styling Products', 'Curl Enhancers'",12.55,DevaCare,860,0.00015238292340259728,0
2504,Hairware Portable Dryer Bonnet,Beauty,617897.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Hair Dryers'",9.38,Spilo,858,0.00015202854451096333,0
861,Andis RC-2 Ionic1875W Ceramic Hair Dryer with Folding Handle and Retractable Cord (80020),Beauty,324632.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Hair Dryers'",27.29,Andis,856,0.0001516741656193294,0
544,"Gena Hoof Lacquer, 5 Ounce",Beauty,368453.0,"'Beauty', 'Skin Care', 'Hands & Nails', 'Nail Treatments', 'Growth Formula'",4.14,Gena,853,0.00015114259728187847,0
788,Cool Water By Davidoff For Men. Eau De Toilette Spray 4.2 Ounces,Beauty,31815.0,"'Beauty', 'Fragrance', ""Men's"", 'Eau de Toilette'",23.28,Davidoff,852,0.0001509654078360615,0
3485,Pacifica Tuscan Blood Orange Solid Perfume,Beauty,244064.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",8.76,Pacifica,852,0.0001509654078360615,0
2872,"Aquage  Thickening Spraygel, 8-Ounce Bottle",Beauty,117303.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",16.49,Aquage,852,0.0001509654078360615,0
2114,YOU Reel by Conair 2-in-1 Styler,Beauty,18331.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Hair Dryers'",24.96,Conair,850,0.00015061102894442754,0
577,CombaColor Quick Hair Color Applicator (Comb-a-Color),Beauty,236112.0,"'Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes'",7.49,Smartwares,849,0.00015043383949861058,0
1360,"John Frieda Frizz-Ease 100% Shine Glossing Mist, 3 oz",Beauty,219784.0,"'Beauty', 'Hair Care', 'Styling Products', 'Hair Sprays'",7.8,John Frieda,848,0.00015025665005279358,0
2244,"It's A 10 Miracle Leave In Product, 4-Ounces",Beauty,326317.0,"'Beauty', 'Hair Care', 'Conditioners'",12.45,Its a 10,848,0.00015025665005279358,0
705,"Malibu C Hard Water Wellness Shampoo, 1 Bottle, 9 oz",Beauty,686526.0,"'Beauty', 'Hair Care', 'Shampoos'",11.67,Malibu Wellness,848,0.00015025665005279358,0
416,Fresh Farmacy Cleanser by LUSH,,,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",19.99,LUSH Cosmetics,846,0.00014990227116115965,0
2754,"Olivella: Fragrance Free Soap Bar, 3.5 oz (12 pack)",Beauty,90851.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Soaps'",19.8,Olivella,845,0.00014972508171534268,0
1618,"Sweet Sweat Skin Cream, 13.5 Ounce Jar",Beauty,743317.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",39.94,Sports Research,844,0.0001495478922695257,0
3190,1&quot; Satin Headband,Beauty,795.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Headbands'",7.99,Funny Girl Designs,844,0.0001495478922695257,0
785,Burberry By Burberry For Men. Eau De Toilette Spray 3.3 Ounces,Beauty,208.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",,,843,0.00014937070282370872,0
2198,Seki Edge Deluxe Fingernail Clipper,Beauty,70303.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Clippers & Trimmers'",7.99,Seki Edge,843,0.00014937070282370872,0
1552,"Revlon Age Defying Makeup with Botafirm for Dry Skin, Honey Beige, 1.25 Ounce",Beauty,417066.0,"'Beauty', 'Makeup', 'Face', 'Foundation'",12.21,Revlon,843,0.00014937070282370872,0
2547,Jovan Musk By Jovan For Women. Perfume Oil 0.33 Oz,Beauty,255068.0,"'Beauty', 'Fragrance', ""Women's"", 'Cologne'",7.61,Jovan,842,0.00014919351337789176,0
1049,Ungaro Iii By Emanuel Ungaro For Men. Eau De Toilette Spray 3.4Oz..,Beauty,24688.0,"'Beauty', 'Fragrance', ""Men's"", 'Eau de Toilette'",22.25,Emanuel Ungaro,842,0.00014919351337789176,0
1773,"jerome russell B Wild Color Spray, Lynx Pink, 3.5 Ounce",Clothing,2625107.0,"'Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes'",6.0,Jerome Russell,840,0.0001488391344862578,0
584,"Peter Thomas Roth Glycolic Acid 10% Hydrating Gel, 2 Ounce",Beauty,574307.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Glycolic Acid'",28.78,Peter Thomas Roth,839,0.00014866194504044083,0
1314,Palmer's Cocoa Butter Formula Soothing Oil for Dry Itchy Skin -- 5.1 fl oz,Beauty,401935.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils'",4.89,Palmer&#39;s,837,0.00014830756614880687,0
3180,"Sublime Bronze - Gradual Self Tanning Lotion, 6.7 Oz., (L'oreal)",Beauty,254973.0,"'Beauty', 'Skin Care', 'Sun', 'Self-Tanners & Bronzers'",3.29,L&#39;Oreal Paris,836,0.0001481303767029899,0
420,Karma Komba Solid Shampoo by LUSH,Beauty,116349.0,"'Beauty', 'Hair Care', 'Shampoos'",20.69,LUSH Cosmetics,834,0.00014777599781135597,0
1382,"Murad AHA/BHA Exfoliating Cleanser, Step 1 Cleanse/Tone, 6.75 fl oz (200 ml)",Beauty,431303.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",21.21,Murad,834,0.00014777599781135597,0
454,"Now Foods Essential Oil, Lemon, 4 Fluid Ounce",Beauty,12281.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils'",8.44,Now Foods,832,0.00014742161891972202,0
2149,"L'Oreal Paris True Match Super Blendable Makeup, Natural Buff, 1.0 Ounces",Health & Personal Care,550576.0,"'Beauty', 'Makeup', 'Face', 'Foundation'",6.95,L&#39;Oreal Paris,832,0.00014742161891972202,0
663,Aveda Phomollient 6.7 Ounces,Beauty,548735.0,"'Beauty', 'Hair Care', 'Styling Products', 'Mousses & Foams'",24.53,Aveda,832,0.00014742161891972202,0
1131,Wella Color Charm T18 White Lady 1.4oz,Beauty,130944.0,"'Beauty', 'Hair Care', 'Hair Color'",5.49,Wella Color Charm,830,0.00014706724002808808,0
688,Olay Regenerist Night Recovery Cream 1.7 Oz,,,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils'",11.6,Olay,830,0.00014706724002808808,0
2411,"Jovan White Musk By Jovan For Women, Cologne Spray, 3.25-Ounce Bottle",Beauty,212403.0,"'Beauty', 'Fragrance', ""Women's"", 'Cologne'",9.95,Coty,830,0.00014706724002808808,0
2175,"Godefroy Instant Eyebrow Tint, Dark Brown",Beauty,744362.0,"'Beauty', 'Makeup', 'Eyes', 'Eyebrow Color'",8.09,Godefroy,830,0.00014706724002808808,0
2625,"Clinique Clarifying Lotion 3 for Unisex, 6.7 Ounce",Beauty,41880.0,"'Beauty', 'Skin Care', 'Face', 'Exfoliators & Scrubs', 'Scrubs'",18.0,Clinique,829,0.0001468900505822711,0
2466,Sex In The City Kiss by Instyle Parfums Eau De Parfum Spray 3.4 oz,Beauty,590098.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",12.0,Sex In The City,828,0.00014671286113645412,0
2205,"Barielle Nail Brightener, 0.50-Ounces Glass Bottle",Beauty,141457.0,"'Beauty', 'Skin Care', 'Hands & Nails', 'Nail Treatments', 'Nail Whitening'",2.16,Barielle,827,0.00014653567169063716,0
2030,"Glyco-Lac/60, Level 2 Gel Peel -30 ml/1 fl oz",Beauty,164587.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels'",18.95,,827,0.00014653567169063716,0
1795,Satin Edge Comfort Grip Cuticle Nipper 4&quot; Half Jaw,Beauty,263371.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Clippers & Trimmers'",6.92,Satin Edge,827,0.00014653567169063716,0
2699,"CoverGirl Eye Enhancers 1 Kit Shadow, Tapestry Taupe 760, 0.09 Ounce Pan",Beauty,30406.0,"'Beauty', 'Makeup', 'Eyes', 'Eye Shadow'",5.0,COVERGIRL,825,0.0001461812927990032,0
2282,Vaseline Intensive Care Total Moisture Dry Skin Lotion with Vitamin E &amp; A with pro-vitamin B5 20.3 Ounce,Beauty,68553.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",12.9,Vaseline,825,0.0001461812927990032,0
2862,"Maybelline New York Expert Tools, Eyelash Curler",Beauty,128470.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Curlers'",8.99,Maybelline,824,0.00014600410335318623,0
2983,LOREAL Collagen Filler Eye Treatment,Beauty,382708.0,"'Beauty', 'Skin Care', 'Eyes', 'Fillers'",28.95,L&#39;Oreal Paris,824,0.00014600410335318623,0
1177,"Organic Root Stimulator Herbal Cleanse Hair and Scalp Cleanse Shampoo, 8 Ounce",Beauty,49726.0,"'Beauty', 'Hair Care', 'Shampoos'",6.98,Organic Root Stimulator,822,0.00014564972446155227,0
429,Clairol Natural Instincts  02 Sahara Light Blonde 1 Kit  (Pack of 3) (packaging may vary),Beauty,121741.0,"'Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes'",23.1,Clairol,822,0.00014564972446155227,0
2039,Konad Nail Art Stamper And Scraper,Beauty,692761.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Nail Art Equipment'",8.99,KONAD Nail Art,819,0.00014511815612410137,0
4102,"Maybelline New York Great Lash Clear Mascara for Lash and Brow 110, 0.44 Fluid Ounce",Beauty,9410.0,"'Beauty', 'Makeup', 'Eyes', 'Mascara'",12.95,Maybelline,818,0.00014494096667828438,0
1287,Larenim Eyeliner Brush,Beauty,135762.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Brushes & Applicators'",2.72,Larenim,818,0.00014494096667828438,0
1602,Matrix Total Results Sleek Shampoo &amp; Conditioner Liter Duo 33.8 oz,Beauty,169999.0,"'Beauty', 'Hair Care', 'Shampoo & Conditioner Sets'",21.99,Matrix,816,0.00014458658778665045,0
1604,"Zeno Pro Acne Clearing Device with 90 Count Cartridge, Pink",Beauty,166234.0,"'Beauty', 'Skin Care', 'Face'",195.0,,814,0.0001442322088950165,0
614,"Dr. King's Natural Medicine Back, Muscle and Joint Relief, 2 Fluid Ounce",Beauty,91093.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",13.6,Dr. King&#39;s Natural Medicine,814,0.0001442322088950165,0
485,"Atopalm Intensive Moisturizing Cream, 3.4 fl. Ounce",Beauty,162867.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Creams'",18.5,Atopalm,813,0.00014405501944919952,0
104,"Jason Pure Natural Hand Soap, Purifying Tea Tree, 16 Ounce",,,"'Beauty', 'Skin Care', 'Hands & Nails', 'Hand Soaps'",6.49,Jason Natural,813,0.00014405501944919952,0
2624,Davines Alchemic Red Conditioner 8.45 oz.,Health & Personal Care,392101.0,"'Beauty', 'Hair Care', 'Conditioners'",27.6,Davines,810,0.0001435234511117486,0
3322,Trind Natural Nail Repair,Beauty,268022.0,"'Beauty', 'Skin Care', 'Hands & Nails', 'Nail Treatments', 'Nail Repair'",23.28,Trind Hand and Nail Care,810,0.0001435234511117486,0
2352,Maybelline Pure Foundation - Classic Ivory,Beauty,101676.0,"'Beauty', 'Makeup', 'Face', 'Foundation'",8.99,Maybelline,807,0.00014299188277429767,0
762,"Pureology Safeguard Your Color Purify Shampoo, 10.1 Ounces",Beauty,617960.0,"'Beauty', 'Hair Care', 'Shampoos'",20.59,Pureology,807,0.00014299188277429767,0
1557,"Korres 24-Hour Moisturising and Brightening Cream, Wild Rose, 1.35 Ounce",Beauty,435576.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers'",33.78,Korres,807,0.00014299188277429767,0
1917,Bubble Bath Rosemary and Mint 17.5 Ounces,Beauty,522957.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",8.66,Deep Steep,806,0.0001428146933284807,0
1822,Clearasil Daily Clear Tinted Adult Treatment Cream: 0.65 OZ,Beauty,238985.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",3.52,Clearasil,804,0.00014246031443684675,0
1721,"OPI Avojuice Skin Quenchers Coconut Melon Juicie, 6.6-Ounce Bottles",Beauty,43139.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",8.25,OPI,804,0.00014246031443684675,0
387,"Philosophy Hope in a Jar Daily Moisturizer, Dry Skin, 2 Ounce",Beauty,161123.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers'",25.38,Philosophy,804,0.00014246031443684675,0
1821,Super Nail Professional Buffing Cream 2oz,Beauty,185288.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Nail Files & Buffers'",4.85,Super Nail,803,0.00014228312499102978,0
2242,"Deva Curl angel Light Hold Defining Gel, 12 ounces",Beauty,28860.0,"'Beauty', 'Hair Care', 'Styling Products', 'Curl Enhancers'",16.95,DevaCurl,802,0.00014210593554521281,0
1563,DCL AHA Lightening Gel 1 oz,Beauty,99930.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers', 'Gels'",29.94,DCL,802,0.00014210593554521281,0
1831,Olay Ultra moisture in-Shower body lotion with shea butter 8.4 fl oz,Beauty,517658.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils'",8.29,Olay,800,0.00014175155665357885,0
2919,NOW solutions Hyaluronic Acid Moisturizer AM Fine Line Smoothing &amp; Repair Mature Skin Net 2 fl. oz.,Beauty,258897.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",11.24,Now Foods,799,0.0001415743672077619,0
1596,Juicy Couture By Juicy Couture For Women. Eau De Parfum Spray 3.4 Oz.,,,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",35.25,Juicy Couture,798,0.00014139717776194492,0
2797,SUGAR LIP TREATMENT SPF 15 by fresh,Health & Personal Care,180702.0,"'Beauty', 'Makeup', 'Lips'",29.0,Fresh,798,0.00014139717776194492,0
3620,"Bar Soap, African Blk with Al, 5 oz (6 Pack)",Beauty,544173.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Soaps'",17.69,Nubian Heritage,798,0.00014139717776194492,0
1145,Pink Sugar By Aquolina For Women. Eau De Toilette Spray 1.7 Ounce,Beauty,559040.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",18.97,Aquolina,797,0.00014121998831612796,0
1961,Chantilly by Dana for Women - 3.5 Ounce EDT Spray Mist,Beauty,5624.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Toilette'",15.84,Dana,797,0.00014121998831612796,0
2192,Gold N' Hot GH3400 Professional Conditioning Heat Cap,Beauty,531562.0,"'Beauty', 'Hair Care', 'Styling Tools'",29.8,Gold N Hot,796,0.00014104279887031096,0
2233,"Dermorganic Intensive Hair Repair Masque with Argan Oil for Unisex, 33.8 Ounce",Beauty,10106.0,"'Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions'",21.92,DermOrganic,795,0.000140865609424494,0
1820,"Avlon Keracare Humecto Creme Conditioner for Unisex, 8 Ounce",,,"'Beauty', 'Hair Care', 'Conditioners'",5.44,Avlon,794,0.00014068841997867703,0
1310,"Aveeno Fragrance Free Moisturizing Bar for Dry Skin, With Natural Colloidal Oatmeal, 3.5-Ounce Bars (Pack of 8)",Beauty,1056522.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Soaps'",25.39,Aveeno,794,0.00014068841997867703,0
1545,Versace Bright Crystal by Versace for Women 1.0 oz Eau de Toilette Spray,Beauty,9731.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Toilette'",31.48,Versace,794,0.00014068841997867703,0
2414,"Narciso Rodriguez By Narciso Rodriguez For Women, Eau De Parfum Spray, 1.6-Ounce Bottle",Beauty,477477.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",47.0,Narciso Rodriguez,792,0.00014033404108704307,0
1779,"OPI Rapidry Top Nail Coats, 4 Fluid Ounce",Beauty,244234.0,"'Beauty', 'Makeup', 'Nails', 'Top & Base Coats'",9.45,OPI,792,0.00014033404108704307,0
396,"NARS Matte Eyeshadow, Thunderball",Beauty,2363.0,"'Beauty', 'Makeup', 'Eyes', 'Eye Shadow'",,,791,0.0001401568516412261,0
2645,Dermalogica MAP-15 Regenerator .3 oz.,Beauty,200828.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",49.99,Dermalogica,790,0.00013997966219540914,0
2987,"Seche Vite Dry Fast Top Nail Coat, 0.5 Ounce",Beauty,417520.0,"'Beauty', 'Makeup', 'Nails', 'Top & Base Coats'",4.7,Seche,789,0.00013980247274959215,0
1407,"Nexxus Keraphix Restorative Strengthening Conditioner, 13.5Ounce Bottle",Health & Personal Care,337219.0,"'Beauty', 'Hair Care', 'Conditioners'",10.7,Nexxus,788,0.00013962528330377518,0
3372,Revlon Curl Collections Quick Styling Hot Air Kit,Beauty,659551.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Hot-Air Brushes'",34.88,Revlon,788,0.00013962528330377518,0
2993,"Conair Mega Self Holding Rollers, 9 Count",Beauty,682800.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Hair Rollers'",7.51,Conair,786,0.00013927090441214122,0
1936,"Hempz Pure Herbal Extracts, Cucumber and Jasmine, 17-Ounce Bottle",Beauty,80674.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",22.45,Hempz,786,0.00013927090441214122,0
2174,The Naked Bee Naked Bee Hand &amp; Body Lotion 6.7 oz lotion - Orange Blossom Honey,Health & Personal Care,249283.0,"'Beauty', 'Skin Care', 'Hands & Nails', 'Hand Creams & Lotions'",9.56,The Naked Bee,786,0.00013927090441214122,0
1128,SALUX Nylon Japanese Beauty Skin Bath Wash cloth Towel Yellow,Beauty,130587.0,"'Beauty', 'Bath & Body', 'Bathing Accessories', 'Bath Mitts & Cloths'",4.75,SALUX,785,0.00013909371496632425,0
2518,Jean Nate by Revlon After Bath Splash 30 oz for Women,Health & Personal Care,8445.0,"'Beauty', 'Fragrance', ""Women's"", 'Cologne'",16.0,Revlon,785,0.00013909371496632425,0
36,Purpose Gentle Cleansing Bar 6 oz (170 g),,,"'Beauty', 'Skin Care', 'Face', 'Cleansers', 'Bars'",4.21,Purpose,783,0.00013873933607469032,0
3261,Skin Obsession 85% Lactic Acid Antiaging Peel,Beauty,1040647.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Lactic Acid'",21.99,,781,0.00013838495718305636,0
3221,Yacht Man Metal by Myrurgia for Men - 3.4 oz EDT Spray,Beauty,589662.0,"'Beauty', 'Fragrance', ""Men's"", 'Eau de Toilette'",9.91,Myrurgia,780,0.0001382077677372394,0
772,Nubian Heritage - Body Wash African Black Soap - 13 oz.,Beauty,167828.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Body Washes'",9.61,Nubian Heritage,779,0.00013803057829142243,0
2431,CHI Silk Infusion - 6 oz.,Beauty,236709.0,"'Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions'",,,779,0.00013803057829142243,0
1914,"Paris Hilton Heiress Women Eau De Parfum Spray, 1 Ounce",Beauty,538699.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",10.49,Paris Hilton,778,0.00013785338884560544,0
461,"Aloe Life Skin Gel and Herbs, 8 oz",Beauty,98550.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",12.83,Aloe Life,778,0.00013785338884560544,0
134,Freeman Cucumber Facial Peel-Off Mask - 6 oz,Beauty,1326.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Masks'",6.54,Freeman,778,0.00013785338884560544,0
2578,Designer Skin Spellbound Tanning Lotion Quadruple Extra Dark Tanning Serum 10 oz.,Beauty,494705.0,"'Beauty', 'Skin Care', 'Sun', 'Tanning Oils'",23.15,Designer Skin,778,0.00013785338884560544,0
1302,Shiseido FT Senganseka Hypoallergenic Perfect Oil Facial Cleansing Oil - 150ml,Health & Personal Care,69839.0,"'Beauty', 'Skin Care', 'Face', 'Oils & Serums'",12.58,SENGANSENKA,778,0.00013785338884560544,0
2197,"CoverGirl Professional Translucent Face Powder, Translucent Sable(130)",Beauty,32960.0,"'Beauty', 'Makeup', 'Face', 'Foundation'",2.75,COVERGIRL,777,0.00013767619939978847,0
2646,"It's A 10 Miracle Hair Mask , 8-Ounces Jars",Health & Personal Care,396246.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",17.15,Its a 10,777,0.00013767619939978847,0
2417,"Lomani By Lomani For Men, Eau De Toilette Spray, 3.3-Ounce Bottle",Beauty,418549.0,"'Beauty', 'Fragrance', ""Men's"", 'Eau de Toilette'",9.8,Lomani,776,0.0001374990099539715,0
2425,SHU UEMURA EYELASH CURLER 1 EACH WITH 1 FREE SILICONE REFILL,Health & Personal Care,1262792.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Curlers'",14.46,Shu Uemura,775,0.0001373218205081545,0
3575,Vivite Vivite Exfoliating Facial Cleanser - 6.76 fl oz,Health & Personal Care,23518.0,"'Beauty', 'Skin Care', 'Face', 'Exfoliators & Scrubs', 'Exfoliators'",28.26,Vivite,775,0.0001373218205081545,0
2389,"Alterna Caviar Anti-Aging Moisture Shampoo with Seasilk, 33.83-Ounce Bottle",Beauty,315418.0,"'Beauty', 'Hair Care', 'Shampoos'",,,774,0.00013714463106233755,0
367,Pheromone By Marilyn Miglin For Women. Eau De Parfum Spray 1.7 Oz / 50 Ml.,Beauty,583127.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",50.93,Marilyn Miglin,771,0.00013661306272488662,0
3782,"Giovanni Frizz Be Gone, 2.75 fl oz Containers (Pack of 3)",Beauty,125657.0,"'Beauty', 'Hair Care', 'Styling Products', 'Hair Styling Serums'",17.1,"Giovanni Cosmetics, Inc.",771,0.00013661306272488662,0
3199,WEN Complete Set of All Five Cleansing Conditioners - 16oz,Beauty,224502.0,"'Beauty', 'Hair Care'",149.95,,769,0.0001362586838332527,0
2519,"Intimately Beckham By Beckham For Women Eau De Toilette Spray, 2.5-Ounces",Beauty,248166.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Toilette'",17.19,Beckham,768,0.00013608149438743572,0
847,Glo Minerals GloPressed Base Beige Dark 0.35oz,Beauty,34299.0,"'Beauty', 'Makeup', 'Face', 'Powder'",23.0,GloMinerals,767,0.00013590430494161873,0
798,Lucky You By Lucky Brand For Men. Cologne Spray 3.4 Oz.,Beauty,43189.0,"'Beauty', 'Fragrance', ""Men's"", 'Cologne'",15.4,Lucky You,767,0.00013590430494161873,0
1429,Just Me by Paris Hilton for Men - 1 Ounce EDT Spray,Beauty,114497.0,"'Beauty', 'Fragrance', ""Men's"", 'Eau de Toilette'",15.0,Paris Hilton,765,0.0001355499260499848,0
679,"Henna Burgundy Cream Surya Nature, Inc 2.31 oz Cream",Health & Personal Care,100247.0,"'Beauty', 'Hair Care', 'Hair Color', 'Hennas'",12.46,"Surya Nature, Inc",764,0.0001353727366041678,0
2269,HALKA BABA de CARACOL Intensive Treatment 16oz,Beauty,172960.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",10.55,HALKA BABA de CARACOL,764,0.0001353727366041678,0
2901,Herbal Essences Long Term Relationship Leave-In Split End Protector Hair Care For Long Hair 6 Fl Oz (Pack of 4),Beauty,563.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",29.95,,762,0.00013501835771253387,0
2349,"Davines Nourishing Repairing Mask, with Olive Butter, 8.45-Ounces",Beauty,68088.0,"'Beauty', 'Hair Care', 'Conditioners'",24.0,Davines,762,0.00013501835771253387,0
631,Marianna Bobby Pins 1 lb. - Black,Beauty,548906.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Hair Pins'",7.33,Marianna,757,0.000134132410483449,0
1183,Urban Decay BAKED 24/7 Glide-On Eye Pencil,Beauty,35772.0,"'Beauty', 'Makeup', 'Eyes', 'Eyeliner'",,,756,0.00013395522103763202,0
2319,"St. Ives Facial Moisturizer, Timeless Skin Collagen Elastin, 10oz",Beauty,351752.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions'",7.46,St. Ives,755,0.00013377803159181505,0
2005,"Elta MD UV shield SPF 45, 3 Ounce",Beauty,611218.0,"'Beauty', 'Skin Care', 'Sun', 'Skin Protection'",17.96,EltaMD,754,0.0001336008421459981,0
2160,"CoverGirl Professional Remarkable Washable Waterproof Mascara, Black Brown 210, 0.3 Ounce",Beauty,220219.0,"'Beauty', 'Makeup', 'Eyes', 'Mascara'",13.97,COVERGIRL,753,0.0001334236527001811,0
438,Bye Bye Blemish Drying Lotion - 1 fl oz,,,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions'",8.67,Bye Bye Blemish,753,0.0001334236527001811,0
3059,Acne.org 16 oz. Cleanser,Beauty,168040.0,"'Beauty', 'Bath & Body', 'Scrubs & Body Treatments', 'Body Scrubs'",24.99,Acne.org,751,0.00013306927380854716,0
3217,Hot Tools 3 Barrel Waver,Beauty,177189.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Irons'",22.22,Hot Tools,750,0.0001328920843627302,0
3267,Short Sexy Hair Frenzy Texture Pomade by Sexy Hair for Unisex - 1.8 oz,Beauty,139199.0,"'Beauty', 'Hair Care', 'Styling Products', 'Pomades & Waxes'",13.5,Sexy Hair,749,0.0001327148949169132,0
1890,"Dermalogica Soothing Eye Make-Up Remover, 8 Fluid Ounce",Beauty,424544.0,"'Beauty', 'Makeup', 'Makeup Remover', 'Eyes'",33.99,Dermalogica,747,0.00013236051602527927,0
